sample_id,country_code,level0,level1_family,level2_genus,level3_species,location,source,species_key,year,longitude,latitude,Category
416827,TW,Evergreen Broadleaf,Primulaceae,Maesa,Maesa perlaria,Chinese Taipei,iNaturalist Research-grade Observations,7330845.0,2020,120.37901127318936,22.732920785067165,Frequent
162838,ZA,Deciduous Broadleaf,Amaranthaceae,Achyranthes,Achyranthes spec,South Africa,iNaturalist Research-grade Observations,3085166.0,2023,31.20976106968885,-22.37372681790894,Common
119595,ZA,Evergreen Broadleaf,Proteaceae,Protea,Protea cynaroides,South Africa,iNaturalist Research-grade Observations,5637947.0,2021,18.920086165499303,-34.32707848424338,Frequent
2920555,CA,Deciduous Broadleaf,Viburnaceae,Viburnum,Viburnum edule,Canada,iNaturalist Research-grade Observations,2888613.0,2022,-124.56876924570392,48.69482825237031,Frequent
3075915,MX,Evergreen Broadleaf,Lythraceae,Cuphea,Cuphea wrightii,Mexico,iNaturalist Research-grade Observations,3188678.0,2024,-96.6902955546192,17.12127142323608,Rare
6250812,CL,Evergreen Broadleaf,Lauraceae,Cryptocarya,Cryptocarya alba,Chile,iNaturalist Research-grade Observations,4178741.0,2024,-70.58999542702132,-33.36451017624022,Common
6218451,AR,Deciduous Broadleaf,Lamiaceae,Ocimum,Ocimum carnosum,Argentina,iNaturalist Research-grade Observations,3898191.0,2023,-54.21758543470096,-26.860496593391453,Rare
4153116,US,Deciduous Broadleaf,Rhamnaceae,Frangula,Frangula caroliniana,United States of America,iNaturalist Research-grade Observations,3039468.0,2021,-98.14115326437891,30.0127064736892,Frequent
2518449,RU,Deciduous Broadleaf,Salicaceae,Salix,Salix pentandra,Russian Federation,iNaturalist Research-grade Observations,5372647.0,2019,37.09238554343679,55.36052438031599,Frequent
933936,BE,Deciduous Broadleaf,Rosaceae,Spiraea,Spiraea douglasii,Belgium,"Waarnemingen.be - Non-native plant occurrences in Flanders and the Brussels Capital Region, Belgium",3027159.0,2020,5.582999637562699,50.914100551165056,Frequent
5151620,US,Deciduous Broadleaf,Juglandaceae,Carya,Carya ovata,United States of America,iNaturalist Research-grade Observations,3054296.0,2021,-73.22734412238505,43.65792580262101,Frequent
5926472,CO,Deciduous Broadleaf,Bignoniaceae,Jacaranda,Jacaranda copaia,Colombia,"Biodiversidad asociada al proyecto Línea de Transmisión de Energía Segundo Circuito San Lorenzo - Calizas a 110 kV, Antioquia",7298763.0,2018,-74.87400987760365,5.97073631056403,Common
3508419,US,Deciduous Broadleaf,Salicaceae,Salix,Salix geyeriana,United States of America,iNaturalist Research-grade Observations,5372658.0,2018,-118.30707659140258,36.4926855018599,Rare
3677030,US,Deciduous Broadleaf,Celastraceae,Celastrus,Celastrus scandens,United States of America,iNaturalist Research-grade Observations,3169171.0,2022,-94.02612982552009,44.12086967398977,Frequent
6055763,CO,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus grandis,Colombia,Biodiversidad asociada al proyecto Línea de Transmisión Bello-Guayabal-Ancón Sur 230 kV,3177028.0,2015,-75.62496708601448,6.140931279571953,Frequent
2712336,CA,Deciduous Broadleaf,Juglandaceae,Carya,Carya ovata,Canada,iNaturalist Research-grade Observations,3054296.0,2024,-73.23370725958831,45.54351465138431,Frequent
1506776,IT,Deciduous Broadleaf,Juglandaceae,Juglans,Juglans regia,Italy,Pl@ntNet automatically identified occurrences,3054368.0,2020,12.22358210837537,44.03669076430282,Frequent
2577356,RU,Deciduous Broadleaf,Hypericaceae,Hypericum,Hypericum ascyron,Russian Federation,iNaturalist Research-grade Observations,3189479.0,2021,101.68145654576227,51.69158495174283,Common
55888,BJ,Evergreen Broadleaf,Moraceae,Ficus,Ficus sur,Benin,"""Categorization of the wild food plants and their importance for primate development in the natural forest of Akpe (Lama) in southern Benin.""",5569827.0,2016,2.156992034381268,6.940541739576922,Common
874359,BE,Deciduous Broadleaf,Rosaceae,Amelanchier,Amelanchier lamarckii,Belgium,"Waarnemingen.be - Non-native plant occurrences in Flanders and the Brussels Capital Region, Belgium",3024109.0,2022,5.174938381959759,51.15250192988648,Frequent
4751117,US,Evergreen Needleleaf,Cupressaceae,Juniperus,Juniperus ashei,United States of America,iNaturalist Research-grade Observations,2684487.0,2020,-96.95834103714397,32.63710148049265,Frequent
4835151,US,Evergreen Broadleaf,Fabaceae,Leucaena,Leucaena leucocephala,United States of America,iNaturalist Research-grade Observations,2970418.0,2024,-97.48286063495974,25.89170338031769,Frequent
4263541,US,Deciduous Broadleaf,Paulowniaceae,Paulownia,Paulownia tomentosa,United States of America,iNaturalist Research-grade Observations,3170823.0,2022,-82.38843792275905,35.608543863184764,Frequent
125524,ZA,Evergreen Broadleaf,Rhamnaceae,Phylica,Phylica buxifolia,South Africa,iNaturalist Research-grade Observations,3876260.0,2021,18.328399128515464,-34.033170215608656,Common
5837685,AU,Evergreen Broadleaf,Myrtaceae,Leptospermum,Leptospermum rupestre,Australia,iNaturalist Research-grade Observations,4934664.0,2021,146.38363246948344,-42.44681166099985,Rare
353030,TW,Evergreen Broadleaf,Schisandraceae,Illicium,Illicium anisatum,Chinese Taipei,iNaturalist Research-grade Observations,7314073.0,2020,121.03238551414658,24.283113888994464,Common
1834427,IE,Evergreen Broadleaf,Fabaceae,Acacia,Acacia polyphylla,Ireland,Pl@ntNet automatically identified occurrences,5386.0,2018,-9.506665213813957,51.997225115249165,Frequent
1857084,IT,Deciduous Broadleaf,Juglandaceae,Juglans,Juglans regia,Italy,iNaturalist Research-grade Observations,3054368.0,2021,8.11555053996834,44.96070122549682,Frequent
103351,ZA,Evergreen Broadleaf,Meliaceae,Ekebergia,Ekebergia capensis,South Africa,iNaturalist Research-grade Observations,3851310.0,2019,18.422776002311647,-34.05547909817905,Common
900258,BE,Deciduous Broadleaf,Rosaceae,Mespilus,Mespilus germanica,Belgium,"Waarnemingen.be - Non-native plant occurrences in Flanders and the Brussels Capital Region, Belgium",3031774.0,2021,4.788450257253392,50.86485869823184,Frequent
4736703,US,Evergreen Broadleaf,Aquifoliaceae,Ilex,Ilex decidua,United States of America,iNaturalist Research-grade Observations,5414259.0,2021,-96.85269601498572,33.05154370970308,Frequent
1558868,GR,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron bonariensis,Greece,iNaturalist Research-grade Observations,3146717.0,2016,24.253148729915303,35.361193068649065,Frequent
3505940,US,Deciduous Broadleaf,Rosaceae,Spiraea,Spiraea douglasii,United States of America,iNaturalist Research-grade Observations,3027159.0,2018,-121.20708863431952,40.339543062465566,Frequent
3089286,MX,Evergreen Broadleaf,Piperaceae,Piper,Piper umbellatum,Mexico,iNaturalist Research-grade Observations,3086364.0,2018,-103.7369014718534,19.492425163012243,Common
4756277,US,Evergreen Needleleaf,Ephedraceae,Ephedra,Ephedra antisyphilitica,United States of America,iNaturalist Research-grade Observations,2653244.0,2021,-100.31971397055568,32.433088689095406,Rare
3256903,PR,Evergreen Broadleaf,Melastomataceae,Miconia,Miconia laevigata,Puerto Rico,iNaturalist Research-grade Observations,3188573.0,2023,-67.14265548440021,18.417219962399045,Rare
5552744,AU,Deciduous Broadleaf,Fabaceae,Acacia,Acacia terminalis,Australia,iNaturalist Research-grade Observations,2978771.0,2022,152.21963704171762,-32.414106295910884,Frequent
4196329,US,Deciduous Broadleaf,Betulaceae,Ostrya,Ostrya virginiana,United States of America,iNaturalist Research-grade Observations,5332289.0,2020,-84.94688282498205,30.57837911512724,Frequent
2921245,CA,Evergreen Broadleaf,Ericaceae,Kalmia,Kalmia microphylla,Canada,iNaturalist Research-grade Observations,2882998.0,2024,-125.65637074724567,49.01323928129371,Frequent
105116,ZA,Evergreen Broadleaf,Myrtaceae,Callistemon,Callistemon linearis,South Africa,iNaturalist Research-grade Observations,3173349.0,2020,25.20664276727469,-33.83548042950519,Common
5361812,AU,Evergreen Broadleaf,Ericaceae,Styphelia,Styphelia fletcheri,Australia,NSW BioNet Atlas,4010837.0,2023,150.58922025073775,-33.67098419164357,Frequent
2661341,CA,Deciduous Broadleaf,Betulaceae,Betula,Betula populifolia,Canada,iNaturalist Research-grade Observations,8184083.0,2017,-74.51849020971346,45.113737573651086,Frequent
4663549,US,Evergreen Broadleaf,Ericaceae,Kalmia,Kalmia microphylla,United States of America,iNaturalist Research-grade Observations,2882998.0,2018,-119.93072446698326,38.51020131439044,Frequent
3559392,US,Deciduous Broadleaf,Lamiaceae,Salvia,Salvia spathacea,United States of America,iNaturalist Research-grade Observations,2927042.0,2023,-120.17240328497898,34.56305857109279,Frequent
4287360,US,Deciduous Broadleaf,Sapindaceae,Acer,Acer negundo,United States of America,iNaturalist Research-grade Observations,3189866.0,2020,-82.76938784395705,35.865758189250684,Frequent
427875,TW,Evergreen Broadleaf,Rutaceae,Citrus,Citrus polyandra,Chinese Taipei,iNaturalist Research-grade Observations,2396.0,2021,120.88410702681632,23.91935380235752,Frequent
5198068,US,Deciduous Broadleaf,Hamamelidaceae,Hamamelis,Hamamelis virginiana,United States of America,iNaturalist Research-grade Observations,3152827.0,2021,-72.74108807070888,41.530609085750434,Frequent
5722218,NZ,Evergreen Broadleaf,Araliaceae,Schefflera,Schefflera macrophylla,New Zealand,iNaturalist Research-grade Observations,8800.0,2023,176.22900225793998,-38.15076655577533,Frequent
1733445,NO,Evergreen Needleleaf,Taxaceae,Taxus,Taxus media,Norway,Norwegian Species Observation Service,6420771.0,2023,11.145928861283837,59.27686365353644,Common
5540736,AU,Deciduous Broadleaf,Fabaceae,Acacia,Acacia georgensis,Australia,NSW BioNet Atlas,2980529.0,2019,149.9788674167442,-36.75857723857583,Rare
2991160,CA,Deciduous Broadleaf,Rosaceae,Spiraea,Spiraea douglasii,Canada,iNaturalist Research-grade Observations,3027159.0,2020,-122.82379368956,49.31064348515434,Frequent
5440524,AU,Evergreen Broadleaf,Proteaceae,Banksia,Banksia marginata,Australia,Victorian Biodiversity Atlas,7124257.0,2019,144.26715136817273,-37.40590047940351,Frequent
310276,TW,Deciduous Broadleaf,Asteraceae,Blumea,Blumea lanceolaria,Chinese Taipei,iNaturalist Research-grade Observations,5395835.0,2024,120.57148837016136,23.406726627051263,Common
4164721,US,Deciduous Broadleaf,Rutaceae,Phellodendron,Phellodendron amurense,United States of America,iNaturalist Research-grade Observations,3190154.0,2024,-88.05800654817335,41.81570617070355,Common
356907,TW,Evergreen Broadleaf,Salicaceae,Scolopia,Scolopia oldhamii,Chinese Taipei,iNaturalist Research-grade Observations,3879065.0,2022,121.88774811462277,24.99032731607098,Common
3173469,GD,Deciduous Broadleaf,Anacardiaceae,Anacardium,Anacardium spec,Grenada,iNaturalist Research-grade Observations,5421367.0,2023,-61.67324252797195,12.101572185350983,Frequent
4390189,US,Deciduous Broadleaf,Betulaceae,Betula,Betula nigra,United States of America,iNaturalist Research-grade Observations,5331532.0,2020,-78.34408231739523,39.653372133260255,Frequent
3760349,US,Evergreen Broadleaf,Acanthaceae,Ruellia,Ruellia caroliniensis,United States of America,iNaturalist Research-grade Observations,5415376.0,2021,-84.22489193701442,30.589165680575523,Frequent
3591258,US,Evergreen Broadleaf,Asteraceae,Roldana,Roldana hartwegii,United States of America,iNaturalist Research-grade Observations,3141771.0,2023,-110.30706581883004,31.447939493357605,Rare
5408251,AU,Evergreen Broadleaf,Myrtaceae,Callistemon,Callistemon linearis,Australia,iNaturalist Research-grade Observations,3173349.0,2021,151.10659190956488,-33.76100006460948,Common
103652,ZA,Deciduous Broadleaf,Melianthaceae,Melianthus,Melianthus comosus,South Africa,iNaturalist Research-grade Observations,3845268.0,2021,21.410520858455147,-33.44537597384447,Rare
3719332,US,Deciduous Broadleaf,Malvaceae,Hibiscus,Hibiscus grandiflorus,United States of America,iNaturalist Research-grade Observations,3152592.0,2020,-87.82358714669266,30.235955827031013,Common
4024833,US,Evergreen Needleleaf,Taxaceae,Taxus,Taxus canadensis,United States of America,iNaturalist Research-grade Observations,5284570.0,2023,-71.67822120271057,44.15316694291988,Frequent
5759664,NZ,Deciduous Broadleaf,Lamiaceae,Vitex,Vitex lucens,New Zealand,iNaturalist Research-grade Observations,3904526.0,2023,174.69524985959674,-36.73477009805149,Common
1838816,IE,Deciduous Broadleaf,Rosaceae,Crataegus,Crataegus monogyna,Ireland,Vascular plants: Online Atlas of Vascular Plants 2012 Onwards,9220780.0,2021,-7.202438121748958,52.24573973515981,Frequent
1967459,GB,Evergreen Broadleaf,Aquifoliaceae,Ilex,Ilex aquifolium,United Kingdom of Great Britain and Northern Ireland,iNaturalist Research-grade Observations,5414222.0,2024,-1.6161833404172448,54.82606544625206,Frequent
3709634,US,Deciduous Broadleaf,Hypericaceae,Hypericum,Hypericum dolabriforme,United States of America,iNaturalist Research-grade Observations,3189516.0,2017,-86.91360055831174,36.849195090183954,Rare
527587,MN,Deciduous Broadleaf,Betulaceae,Betula,Betula fruticosa,Mongolia,iNaturalist Research-grade Observations,5332101.0,2022,107.32527832169396,48.04305482869128,Common
5489469,AU,Evergreen Broadleaf,Apocynaceae,Parsonsia,Parsonsia straminea,Australia,NSW BioNet Atlas,7317057.0,2017,151.40173089009036,-33.330513989808765,Frequent
1097855,ES,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron bonariensis,Spain,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,3146717.0,2019,-0.7299994334596247,38.979998824078336,Frequent
3937832,US,Evergreen Broadleaf,Ericaceae,Arctostaphylos,Arctostaphylos virgata,United States of America,iNaturalist Research-grade Observations,2882546.0,2018,-122.63640888599106,37.90299214663955,Rare
5509000,AU,Evergreen Broadleaf,Asteraceae,Olearia,Olearia brevipedunculata,Australia,iNaturalist Research-grade Observations,5405190.0,2021,148.43471193564326,-35.80940407013723,Rare
1749799,NO,Deciduous Broadleaf,Ericaceae,Vaccinium,Vaccinium vitis-idaea,Norway,Norwegian Species Observation Service,2882835.0,2022,11.060982986215691,59.143830832707934,Frequent
1087726,ES,Evergreen Broadleaf,Buxaceae,Buxus,Buxus sempervirens,Spain,iNaturalist Research-grade Observations,2984671.0,2020,1.984634401362424,41.69519004653207,Frequent
461276,TW,Evergreen Broadleaf,Primulaceae,Maesa,Maesa perlaria,Chinese Taipei,iNaturalist Research-grade Observations,7330845.0,2021,121.213135175348,23.34589557048016,Frequent
4443421,US,Deciduous Broadleaf,Rosaceae,Pyrus,Pyrus calleryana,United States of America,iNaturalist Research-grade Observations,5363119.0,2019,-79.25258402512536,40.247275343467656,Frequent
809378,BE,Deciduous Broadleaf,Rosaceae,Crataegus,Crataegus monogyna,Belgium,Pl@ntNet observations,9220780.0,2019,6.215309085143431,50.43286098817401,Frequent
3560054,US,Deciduous Broadleaf,Lamiaceae,Salvia,Salvia spathacea,United States of America,iNaturalist Research-grade Observations,2927042.0,2019,-119.6515802819365,34.46296512974609,Frequent
3561293,US,Deciduous Broadleaf,Malvaceae,Hibiscus,Hibiscus moscheutos,United States of America,iNaturalist Research-grade Observations,3152596.0,2023,-94.37886255525186,30.5816297997952,Frequent
3659119,US,Deciduous Broadleaf,Asteraceae,Baccharis,Baccharis halimifolia,United States of America,iNaturalist Research-grade Observations,3129663.0,2023,-85.47689157619463,32.65856759296395,Frequent
6085623,CO,Evergreen Broadleaf,Lauraceae,Persea,Persea caerulea,Colombia,"Flora y epífitas presentes en el proyecto Minera de Cobre Quebradona, municipio de Jericó",4175764.0,2019,-75.7072330413495,5.800469995939253,Common
5554449,AU,Deciduous Broadleaf,Fabaceae,Acacia,Acacia viscidula,Australia,NSW BioNet Atlas,2979793.0,2022,151.4653488848199,-30.4830970438172,Rare
5337456,AU,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron bonariensis,Australia,NSW BioNet Atlas,3146717.0,2022,149.78750955413662,-33.34241087141936,Frequent
47003,BJ,Deciduous Broadleaf,Fabaceae,Pterocarpus,Pterocarpus erinaceus,Benin,Precious and rare plant species protected in classified forests managed by ONAB,5349317.0,2017,1.540173503860207,9.262605235855702,Common
223406,RE,Evergreen Broadleaf,Arecaceae,Livistona,Livistona chinensis,Réunion,"Données du Parc national de la Réunion - Flore exotique contact de La Réunion. Relevés expédiés (PNRun, 2009-202x)",2733469.0,2017,55.57587220659109,-21.002009233645808,Common
4839472,US,Deciduous Broadleaf,Juglandaceae,Carya,Carya ovata,United States of America,iNaturalist Research-grade Observations,3054296.0,2017,-91.5762328202411,42.010974664935,Frequent
4961651,US,Evergreen Broadleaf,Magnoliaceae,Magnolia,Magnolia acuminata,United States of America,iNaturalist Research-grade Observations,3153837.0,2023,-81.36404863775094,41.21122597279737,Frequent
797936,DE,Deciduous Broadleaf,Rosaceae,Crataegus,Crataegus monogyna,Germany,Pl@ntNet observations,9220780.0,2020,10.441078757765643,49.93085539157708,Frequent
166318,ZA,Evergreen Broadleaf,Annonaceae,Monanthotaxis,Monanthotaxis caffra,South Africa,iNaturalist Research-grade Observations,3156009.0,2023,30.8063952474952,-29.934462627504374,Common
5413705,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus crebra,Australia,NSW BioNet Atlas,3176920.0,2016,151.06699509221028,-32.471521681075046,Common
4153438,US,Deciduous Broadleaf,Rhamnaceae,Frangula,Frangula caroliniana,United States of America,iNaturalist Research-grade Observations,3039468.0,2016,-97.8395708828312,30.31645597834888,Frequent
109974,ZA,Evergreen Needleleaf,Pinaceae,Pinus,Pinus canariensis,South Africa,iNaturalist Research-grade Observations,5285243.0,2021,19.0415208644878,-33.98649680488224,Common
6069839,CO,Deciduous Broadleaf,Hernandiaceae,Gyrocarpus,Gyrocarpus americanus,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,7326414.0,2018,-75.85298321838243,6.750624166609608,Frequent
59433,BJ,Evergreen Broadleaf,Pieridae,Belenois,Belenois calypso,Benin,iNaturalist Research-grade Observations,1919210.0,2019,2.343850664025917,6.419147971599603,Rare
124133,ZA,Evergreen Broadleaf,Proteaceae,Protea,Protea repens,South Africa,iNaturalist Research-grade Observations,5636761.0,2024,18.961065304180472,-34.31494081117591,Common
5540750,AU,Deciduous Broadleaf,Fabaceae,Acacia,Acacia georgensis,Australia,iNaturalist Research-grade Observations,2980529.0,2023,149.98072240278245,-36.75199560542095,Rare
352974,TW,Evergreen Broadleaf,Schisandraceae,Illicium,Illicium anisatum,Chinese Taipei,iNaturalist Research-grade Observations,7314073.0,2023,121.53614799655854,24.49229031941161,Common
4087912,US,Deciduous Broadleaf,Rhamnaceae,Frangula,Frangula caroliniana,United States of America,iNaturalist Research-grade Observations,3039468.0,2022,-96.65168419859742,33.25849504869455,Frequent
3772787,US,Deciduous Broadleaf,Asteraceae,Baccharis,Baccharis halimifolia,United States of America,iNaturalist Research-grade Observations,3129663.0,2021,-81.6072747638122,26.3727824156708,Frequent
5762822,NZ,Deciduous Broadleaf,Malvaceae,Plagianthus,Plagianthus regius,New Zealand,iNaturalist Research-grade Observations,7278885.0,2021,175.30925023825202,-37.98052699575688,Common
3496569,US,Deciduous Broadleaf,Lamiaceae,Salvia,Salvia spathacea,United States of America,iNaturalist Research-grade Observations,2927042.0,2016,-122.4323470444822,37.68395664379324,Frequent
5382197,AU,Evergreen Broadleaf,Fabaceae,Acacia,Acacia mucronata,Australia,iNaturalist Research-grade Observations,2979042.0,2024,145.44594594535852,-37.89517088339181,Common
5215580,AU,Evergreen Broadleaf,Apocynaceae,Alstonia,Alstonia scholaris,Australia,iNaturalist Research-grade Observations,5414410.0,2023,145.7200022961033,-16.958598957705316,Rare
3288054,CR,Evergreen Broadleaf,Simaroubaceae,Quassia,Quassia amara,Costa Rica,iNaturalist Research-grade Observations,3190647.0,2017,-84.14304513717842,9.384976346065416,Rare
1140932,ES,Deciduous Broadleaf,Rhamnaceae,Ziziphus,Ziziphus jujuba,Spain,Pl@ntNet automatically identified occurrences,3039423.0,2021,1.431830725564632,41.29495451327792,Common
4277781,US,Deciduous Broadleaf,Rosaceae,Pyrus,Pyrus calleryana,United States of America,iNaturalist Research-grade Observations,5363119.0,2017,-80.11039913118096,40.34205353635865,Frequent
3165983,US,Deciduous Broadleaf,Annonaceae,Asimina,Asimina spec,United States of America,iNaturalist Research-grade Observations,3158021.0,2018,-86.59712923834658,41.91100607841779,Frequent
1917099,GB,Evergreen Broadleaf,Buxaceae,Buxus,Buxus sempervirens,United Kingdom of Great Britain and Northern Ireland,iNaturalist Research-grade Observations,2984671.0,2024,-0.1678004317422218,50.91249527478581,Frequent
3591401,US,Evergreen Broadleaf,Asteraceae,Senecio,Senecio atratus,United States of America,iNaturalist Research-grade Observations,3106931.0,2016,-106.06784749743063,39.38894298168985,Common
5489618,AU,Evergreen Broadleaf,Apocynaceae,Parsonsia,Parsonsia straminea,Australia,NSW BioNet Atlas,7317057.0,2015,152.4404472667832,-32.32426878698711,Frequent
1605462,NO,Deciduous Broadleaf,Rosaceae,Malus,Docynia delavayi,Norway,Norwegian Species Observation Service,3001068.0,2017,5.523185256031775,59.79159106543886,Frequent
5363191,AU,Evergreen Broadleaf,Ericaceae,Styphelia,Styphelia fletcheri,Australia,NSW BioNet Atlas,4010837.0,2023,150.59451766278926,-33.67835954478597,Frequent
2896861,CA,Deciduous Broadleaf,Rosaceae,Spiraea,Spiraea douglasii,Canada,iNaturalist Research-grade Observations,3027159.0,2022,-128.15464899895457,52.180075013046775,Frequent
4473826,US,Evergreen Needleleaf,Taxaceae,Taxus,Taxus canadensis,United States of America,iNaturalist Research-grade Observations,5284570.0,2023,-78.01388588438756,42.586020336787385,Frequent
3810080,US,Deciduous Broadleaf,Hypericaceae,Hypericum,Hypericum prolificum,United States of America,iNaturalist Research-grade Observations,3189471.0,2023,-84.15447381317841,33.810188408330035,Common
1957948,GB,Deciduous Broadleaf,Ulmaceae,Ulmus,Ulmus glabra,United Kingdom of Great Britain and Northern Ireland,iNaturalist Research-grade Observations,5361866.0,2022,-2.1721574370640373,52.63105511628911,Frequent
5269196,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis,Australia,SA Flora,11900000.0,2015,139.85995425098898,-34.087700562391255,Frequent
3881857,US,Deciduous Broadleaf,Viburnaceae,Viburnum,Viburnum lentago,United States of America,iNaturalist Research-grade Observations,2888586.0,2022,-74.12611607161655,41.83036769496728,Frequent
3708879,US,Deciduous Broadleaf,Hypericaceae,Hypericum,Hypericum ascyron,United States of America,iNaturalist Research-grade Observations,3189479.0,2019,-89.57724011348658,43.19660950313678,Common
5507718,AU,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron bonariensis,Australia,NSW BioNet Atlas,3146717.0,2022,151.36993304047823,-31.237617073969723,Frequent
5781683,NZ,Evergreen Needleleaf,Phyllocladaceae,Phyllocladus,Phyllocladus trichomanoides,New Zealand,iNaturalist Research-grade Observations,5284474.0,2021,174.9441836350064,-37.28552704646574,Frequent
5757195,NZ,Deciduous Broadleaf,Fabaceae,Sophora,Sophora molloyi,New Zealand,iNaturalist Research-grade Observations,3974277.0,2020,174.72300330455337,-41.349556205677374,Rare
5269313,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis,Australia,SA Flora,11900000.0,2015,140.74380604809562,-34.232153141017626,Frequent
5514857,AU,Deciduous Broadleaf,Cannabaceae,Celtis,Celtis paniculata,Australia,iNaturalist Research-grade Observations,4159385.0,2024,153.23721282031607,-28.161314470904788,Rare
5555147,AU,Evergreen Broadleaf,Fabaceae,Bossiaea,Bossiaea ensata,Australia,iNaturalist Research-grade Observations,2968326.0,2023,150.03004451953458,-37.24523015024576,Common
3263027,PR,Evergreen Broadleaf,Piperaceae,Piper,Piper umbellatum,Puerto Rico,iNaturalist Research-grade Observations,3086364.0,2021,-66.03089011424981,18.074952742839702,Common
5782734,NZ,Evergreen Needleleaf,Pinaceae,Pinus,Pinus radiata,New Zealand,iNaturalist Research-grade Observations,5285727.0,2024,175.2295393478206,-41.07306518575741,Frequent
3820496,US,Deciduous Broadleaf,Malvaceae,Hibiscus,Hibiscus grandiflorus,United States of America,iNaturalist Research-grade Observations,3152592.0,2020,-81.44276514864742,30.64774489111464,Common
5392764,AU,Evergreen Broadleaf,Fabaceae,Bossiaea,Bossiaea ensata,Australia,iNaturalist Research-grade Observations,2968326.0,2022,151.26402493135782,-33.96641747283858,Common
1831033,IT,Deciduous Broadleaf,Plantaginaceae,Veronica,Veronica serpyllifolia,Italy,iNaturalist Research-grade Observations,3172057.0,2023,10.020643496739394,45.64183337051173,Frequent
356391,TW,Evergreen Broadleaf,Rhamnaceae,Sageretia,Sageretia randaiensis,Chinese Taipei,iNaturalist Research-grade Observations,3876382.0,2024,121.3747865067375,24.877017099201865,Rare
2990900,CA,Deciduous Broadleaf,Rosaceae,Spiraea,Spiraea douglasii,Canada,iNaturalist Research-grade Observations,3027159.0,2021,-122.6505263999263,49.34742215064316,Frequent
5544904,AU,Evergreen Broadleaf,Fabaceae,Acacia,Acacia mucronata,Australia,iNaturalist Research-grade Observations,2979042.0,2017,145.6194896992576,-38.31281028805755,Common
4135543,US,Deciduous Broadleaf,Fabaceae,Mimosa,Mimosa texana,United States of America,iNaturalist Research-grade Observations,2969444.0,2021,-98.62620535877063,29.64002818494536,Rare
3612530,US,Deciduous Broadleaf,Fabaceae,Lupinus,Lupinus texensis,United States of America,iNaturalist Research-grade Observations,2963880.0,2023,-98.61242227741444,29.57976789330909,Frequent
4653664,US,Evergreen Broadleaf,Ericaceae,Arctostaphylos,Arctostaphylos manzanita,United States of America,iNaturalist Research-grade Observations,2882567.0,2019,-122.6644878453246,37.9642601951139,Common
974889,BE,Deciduous Broadleaf,Rosaceae,Amelanchier,Amelanchier lamarckii,Belgium,"Waarnemingen.be - Non-native plant occurrences in Flanders and the Brussels Capital Region, Belgium",3024109.0,2022,4.44901010776193,51.38689011765981,Frequent
3520479,US,Evergreen Broadleaf,Acanthaceae,Ruellia,Ruellia humilis,United States of America,iNaturalist Research-grade Observations,5415395.0,2021,-96.81718373419608,30.657938396122816,Frequent
5759884,NZ,Deciduous Broadleaf,Lamiaceae,Vitex,Vitex lucens,New Zealand,iNaturalist Research-grade Observations,3904526.0,2022,174.60898409061676,-36.97011253345025,Common
5392715,AU,Evergreen Broadleaf,Fabaceae,Bossiaea,Bossiaea ensata,Australia,NatureMapr,2968326.0,2019,150.2933232230332,-34.682259260453506,Common
3625662,US,Deciduous Broadleaf,Grossulariaceae,Ribes,Ribes cereum,United States of America,iNaturalist Research-grade Observations,2986127.0,2024,-106.23459558132426,38.712154001101005,Frequent
4750165,US,Evergreen Needleleaf,Cupressaceae,Juniperus,Juniperus ashei,United States of America,iNaturalist Research-grade Observations,2684487.0,2023,-97.15144240826343,31.58026777621967,Frequent
503216,KR,Deciduous Broadleaf,Rosaceae,Sorbus,Sorbus alnifolia,"Korea, Republic of",2022_snc_observation_citizensciencemonitoring_17710,3012762.0,2022,127.06591488574524,37.40077697229311,Rare
5204412,US,Evergreen Broadleaf,Clethraceae,Clethra,Clethra alnifolia,United States of America,Pl@ntNet automatically identified occurrences,2888323.0,2019,-72.56306292025111,41.5788298045424,Frequent
5633905,AU,Evergreen Broadleaf,Proteaceae,Banksia,Banksia marginata,Australia,iNaturalist Research-grade Observations,7124257.0,2024,146.39553826929614,-39.07376926013125,Frequent
3047493,MX,Deciduous Broadleaf,Burseraceae,Bursera,Bursera excelsa,Mexico,iNaturalist Research-grade Observations,7286730.0,2020,-96.13399594359552,15.767689002957315,Rare
4751454,US,Evergreen Needleleaf,Cupressaceae,Juniperus,Juniperus ashei,United States of America,iNaturalist Research-grade Observations,2684487.0,2019,-97.88153102374412,30.58155845417834,Frequent
1677755,NO,Deciduous Broadleaf,Sapindaceae,Acer,Acer platanoides,Norway,Norwegian Species Observation Service,3189846.0,2021,10.817529446000709,60.04518460144937,Frequent
